timestamp,x,y,theta,State,State number
1.61428E+12,-1.25,1.25,0,Rotate,0
1.61428E+12,-1.25,1.25,0,Rotate,0
1.61428E+12,-1.25,1.25,0,Rotate,0
1.61428E+12,-1.25,1.25,0,Rotate,0
1.61428E+12,-1.25,1.25,0,Rotate,0
1.61428E+12,-1.25,1.25,0,Rotate,0
1.61428E+12,-1.25,1.25,0,Rotate,0
1.61428E+12,-1.25,1.25,0,Rotate,0
1.61428E+12,-1.25,1.25,0,Rotate,0
1.61428E+12,-1.25,1.25,0,Rotate,0
1.61428E+12,-1.25,1.25,0,Rotate,0
1.61428E+12,-1.25,1.25,0,Rotate,0
1.61428E+12,-1.25,1.25,0,Rotate,0
1.61428E+12,-1.25,1.25,0,Rotate,0
1.61428E+12,-1.25,1.25,0,Rotate,0
1.61428E+12,-1.25,1.25,0,Rotate,0
1.61428E+12,-1.25,1.25,0,Rotate,0
1.61428E+12,-1.25,1.25,0,Rotate,0
1.61428E+12,-1.25,1.25,0,Rotate,0
1.61428E+12,-1.25,1.25,0,Rotate,0
1.61428E+12,-1.25,1.25,0,Rotate,0
1.61428E+12,-1.25,1.25,0,Rotate,0
1.61428E+12,-1.25,1.25,0,Rotate,0
1.61428E+12,-1.25,1.25,0,Rotate,0
1.61428E+12,-1.25,1.25,0,Rotate,0
1.61428E+12,-1.25,1.25,0,Rotate,0
1.61428E+12,-1.25,1.25,0,Rotate,0
1.61428E+12,-1.25,1.25,0,Rotate,0
1.61428E+12,-1.25,1.25,0,Rotate,0
1.61428E+12,-1.25,1.25,0,Rotate,0
1.61428E+12,-1.25,1.25,0,Rotate,0
1.61428E+12,-1.25,1.25,0,Rotate,0
1.61428E+12,-1.25,1.25,0,Rotate,0
1.61428E+12,-1.25,1.25,0,Rotate,0
1.61428E+12,-1.25,1.25,0,Rotate,0
1.61428E+12,-1.25,1.25,0,Rotate,0
1.61428E+12,-1.25,1.25,0,Rotate,0
1.61428E+12,-1.25,1.25,0,Rotate,0
1.61428E+12,-1.25,1.25,0,Rotate,0
1.61428E+12,-1.25,1.25,0,Rotate,0
1.61428E+12,-1.25,1.25,0,Rotate,0
1.61428E+12,-1.25,1.25,0,Rotate,0
1.61428E+12,-1.25,1.25,0,Rotate,0
1.61428E+12,-1.25,1.25,0,Rotate,0
1.61428E+12,-1.25,1.25,0,Rotate,0
1.61428E+12,-1.25,1.25,0,Rotate,0
1.61428E+12,-1.25,1.25,0,Rotate,0
1.61428E+12,-1.25,1.25,0,Rotate,0
1.61428E+12,-1.25,1.25,0,Rotate,0
1.61428E+12,-1.25,1.25,0,Rotate,0
1.61428E+12,-1.25,1.25,0,Rotate,0
1.61428E+12,-1.25,1.25,0,Rotate,0
1.61428E+12,-1.25,1.25,0,Rotate,0
1.61428E+12,-1.25,1.25,0,Rotate,0
1.61428E+12,-1.246,1.25,0,Drive,1
1.61428E+12,-1.242,1.25,0,Drive,1
1.61428E+12,-1.238,1.25,0,Drive,1
1.61428E+12,-1.234,1.25,0,Drive,1
1.61428E+12,-1.23,1.25,0,Drive,1
1.61428E+12,-1.226,1.25,0,Drive,1
1.61428E+12,-1.222,1.25,0,Drive,1
1.61428E+12,-1.218,1.25,0,Drive,1
1.61428E+12,-1.214,1.25,0,Drive,1
1.61428E+12,-1.21,1.25,0,Drive,1
1.61428E+12,-1.206,1.25,0,Drive,1
1.61428E+12,-1.202,1.25,0,Drive,1
1.61428E+12,-1.198,1.25,0,Drive,1
1.61428E+12,-1.194,1.25,0,Drive,1
1.61428E+12,-1.19,1.25,0,Drive,1
1.61428E+12,-1.186,1.25,0,Drive,1
1.61428E+12,-1.182,1.25,0,Drive,1
1.61428E+12,-1.178,1.25,0,Drive,1
1.61428E+12,-1.174,1.25,0,Drive,1
1.61428E+12,-1.17,1.25,0,Drive,1
1.61428E+12,-1.166,1.25,0,Drive,1
1.61428E+12,-1.162,1.25,0,Drive,1
1.61428E+12,-1.158,1.25,0,Drive,1
1.61428E+12,-1.154,1.25,0,Drive,1
1.61428E+12,-1.15,1.25,0,Drive,1
1.61428E+12,-1.146,1.25,0,Drive,1
1.61428E+12,-1.142,1.25,0,Drive,1
1.61428E+12,-1.138,1.25,0,Drive,1
1.61428E+12,-1.134,1.25,0,Drive,1
1.61428E+12,-1.13,1.25,0,Drive,1
1.61428E+12,-1.126,1.25,0,Drive,1
1.61428E+12,-1.122,1.25,0,Drive,1
1.61428E+12,-1.118,1.25,0,Drive,1
1.61428E+12,-1.114,1.25,0,Drive,1
1.61428E+12,-1.11,1.25,0,Drive,1
1.61428E+12,-1.106,1.25,0,Drive,1
1.61428E+12,-1.102,1.25,0,Drive,1
1.61428E+12,-1.098,1.25,0,Drive,1
1.61428E+12,-1.094,1.25,0,Drive,1
1.61428E+12,-1.09,1.25,0,Drive,1
1.61428E+12,-1.086,1.25,0,Drive,1
1.61428E+12,-1.082,1.25,0,Drive,1
1.61428E+12,-1.078,1.25,0,Drive,1
1.61428E+12,-1.074,1.25,0,Drive,1
1.61428E+12,-1.07,1.25,0,Drive,1
1.61428E+12,-1.066,1.25,0,Drive,1
1.61428E+12,-1.062,1.25,0,Drive,1
1.61428E+12,-1.058,1.25,0,Drive,1
1.61428E+12,-1.054,1.25,0,Drive,1
1.61428E+12,-1.05,1.25,0,Drive,1
1.61428E+12,-1.046,1.25,0,Drive,1
1.61428E+12,-1.042,1.25,0,Drive,1
1.61428E+12,-1.038,1.25,0,Drive,1
1.61428E+12,-1.034,1.25,0,Drive,1
1.61428E+12,-1.03,1.25,0,Drive,1
1.61428E+12,-1.026,1.25,0,Drive,1
1.61428E+12,-1.022,1.25,0,Drive,1
1.61428E+12,-1.018,1.25,0,Drive,1
1.61428E+12,-1.014,1.25,0,Drive,1
1.61428E+12,-1.01,1.25,0,Drive,1
1.61428E+12,-1.006,1.25,0,Drive,1
1.61428E+12,-1.002,1.25,0,Drive,1
1.61428E+12,-0.998,1.25,0,Drive,1
1.61428E+12,-0.994,1.25,0,Drive,1
1.61428E+12,-0.99,1.25,0,Drive,1
1.61428E+12,-0.986,1.25,0,Drive,1
1.61428E+12,-0.982,1.25,0,Drive,1
1.61428E+12,-0.978,1.25,0,Drive,1
1.61428E+12,-0.974,1.25,0,Drive,1
1.61428E+12,-0.97,1.25,0,Drive,1
1.61428E+12,-0.966,1.25,0,Drive,1
1.61428E+12,-0.962,1.25,0,Drive,1
1.61428E+12,-0.958,1.25,0,Drive,1
1.61428E+12,-0.954,1.25,0,Drive,1
1.61428E+12,-0.95,1.25,0,Drive,1
1.61428E+12,-0.946,1.25,0,Drive,1
1.61428E+12,-0.942,1.25,0,Drive,1
1.61428E+12,-0.938,1.25,0,Drive,1
1.61428E+12,-0.934,1.25,0,Drive,1
1.61428E+12,-0.93,1.25,0,Drive,1
1.61428E+12,-0.926,1.25,0,Drive,1
1.61428E+12,-0.922,1.25,0,Drive,1
1.61428E+12,-0.918,1.25,0,Drive,1
1.61428E+12,-0.914,1.25,0,Drive,1
1.61428E+12,-0.91,1.25,0,Drive,1
1.61428E+12,-0.906,1.25,0,Drive,1
1.61428E+12,-0.902,1.25,0,Drive,1
1.61428E+12,-0.898,1.25,0,Drive,1
1.61428E+12,-0.894,1.25,0,Drive,1
1.61428E+12,-0.89,1.25,0,Drive,1
1.61428E+12,-0.886,1.25,0,Drive,1
1.61428E+12,-0.882,1.25,0,Drive,1
1.61428E+12,-0.878,1.25,0,Drive,1
1.61428E+12,-0.874,1.25,0,Drive,1
1.61428E+12,-0.87,1.25,0,Drive,1
1.61428E+12,-0.866,1.25,0,Drive,1
1.61428E+12,-0.862,1.25,0,Drive,1
1.61428E+12,-0.858,1.25,0,Drive,1
1.61428E+12,-0.85602,1.25,0,Drive,1
1.61428E+12,-0.85404,1.25,0,Drive,1
1.61428E+12,-0.85206,1.25,0,Drive,1
1.61428E+12,-0.85008,1.25,0,Drive,1
1.61428E+12,-0.8481,1.25,0,Drive,1
1.61428E+12,-0.84612,1.25,0,Drive,1
1.61428E+12,-0.84414,1.25,0,Drive,1
1.61428E+12,-0.84216,1.25,0,Drive,1
1.61428E+12,-0.84018,1.25,0,Drive,1
1.61428E+12,-0.8382,1.25,0,Drive,1
1.61428E+12,-0.83622,1.25,0,Drive,1
1.61428E+12,-0.83424,1.25,0,Drive,1
1.61428E+12,-0.83226,1.25,0,Drive,1
1.61428E+12,-0.83028,1.25,0,Drive,1
1.61428E+12,-0.8283,1.25,0,Drive,1
1.61428E+12,-0.82632,1.25,0,Drive,1
1.61428E+12,-0.82434,1.25,0,Drive,1
1.61428E+12,-0.82236,1.25,0,Drive,1
1.61428E+12,-0.82038,1.25,0,Drive,1
1.61428E+12,-0.8184,1.25,0,Drive,1
1.61428E+12,-0.81642,1.25,0,Drive,1
1.61428E+12,-0.81444,1.25,0,Drive,1
1.61428E+12,-0.81246,1.25,0,Drive,1
1.61428E+12,-0.81048,1.25,0,Drive,1
1.61428E+12,-0.8085,1.25,0,Drive,1
1.61428E+12,-0.80652,1.25,0,Drive,1
1.61428E+12,-0.80454,1.25,0,Drive,1
1.61428E+12,-0.80256,1.25,0,Drive,1
1.61428E+12,-0.80058,1.25,0,Drive,1
1.61428E+12,-0.7986,1.25,0,Drive,1
1.61428E+12,-0.79662,1.25,0,Drive,1
1.61428E+12,-0.79464,1.25,0,Drive,1
1.61428E+12,-0.79266,1.25,0,Drive,1
1.61428E+12,-0.79068,1.25,0,Drive,1
1.61428E+12,-0.7887,1.25,0,Drive,1
1.61428E+12,-0.78672,1.25,0,Drive,1
1.61428E+12,-0.78474,1.25,0,Drive,1
1.61428E+12,-0.78276,1.25,0,Drive,1
1.61428E+12,-0.78078,1.25,0,Drive,1
1.61428E+12,-0.7788,1.25,0,Drive,1
1.61428E+12,-0.77682,1.25,0,Drive,1
1.61428E+12,-0.77484,1.25,0,Drive,1
1.61428E+12,-0.77286,1.25,0,Drive,1
1.61428E+12,-0.77088,1.25,0,Drive,1
1.61428E+12,-0.7689,1.25,0,Drive,1
1.61428E+12,-0.76692,1.25,0,Drive,1
1.61428E+12,-0.76494,1.25,0,Drive,1
1.61428E+12,-0.76296,1.25,0,Drive,1
1.61428E+12,-0.76098,1.25,0,Drive,1
1.61428E+12,-0.7608,1.25,0,Drive,1
1.61428E+12,-0.76062,1.25,0,Drive,1
1.61428E+12,-0.76044,1.25,0,Drive,1
1.61428E+12,-0.76026,1.25,0,Drive,1
1.61428E+12,-0.76008,1.25,0,Drive,1
1.61428E+12,-0.7599,1.25,0,Drive,1
1.61428E+12,-0.75972,1.25,0,Drive,1
1.61428E+12,-0.75954,1.25,0,Drive,1
1.61428E+12,-0.75936,1.25,0,Drive,1
1.61428E+12,-0.75918,1.25,0,Drive,1
1.61428E+12,-0.759,1.25,0,Drive,1
1.61428E+12,-0.75882,1.25,0,Drive,1
1.61428E+12,-0.75864,1.25,0,Drive,1
1.61428E+12,-0.75846,1.25,0,Drive,1
1.61428E+12,-0.75828,1.25,0,Drive,1
1.61428E+12,-0.7581,1.25,0,Drive,1
1.61428E+12,-0.75792,1.25,0,Drive,1
1.61428E+12,-0.75774,1.25,0,Drive,1
1.61428E+12,-0.75756,1.25,0,Drive,1
1.61428E+12,-0.75738,1.25,0,Drive,1
1.61428E+12,-0.7572,1.25,0,Drive,1
1.61428E+12,-0.75702,1.25,0,Drive,1
1.61428E+12,-0.75684,1.25,0,Drive,1
1.61428E+12,-0.75666,1.25,0,Drive,1
1.61428E+12,-0.75648,1.25,0,Drive,1
1.61428E+12,-0.7563,1.25,0,Drive,1
1.61428E+12,-0.75612,1.25,0,Drive,1
1.61428E+12,-0.75594,1.25,0,Drive,1
1.61428E+12,-0.75576,1.25,0,Drive,1
1.61428E+12,-0.75558,1.25,0,Drive,1
1.61428E+12,-0.7554,1.25,0,Drive,1
1.61428E+12,-0.75522,1.25,0,Drive,1
1.61428E+12,-0.75504,1.25,0,Drive,1
1.61428E+12,-0.75486,1.25,0,Drive,1
1.61428E+12,-0.75468,1.25,0,Drive,1
1.61428E+12,-0.7545,1.25,0,Drive,1
1.61428E+12,-0.75432,1.25,0,Drive,1
1.61428E+12,-0.75414,1.25,0,Drive,1
1.61428E+12,-0.75396,1.25,0,Drive,1
1.61428E+12,-0.75378,1.25,0,Drive,1
1.61428E+12,-0.7536,1.25,0,Drive,1
1.61428E+12,-0.75342,1.25,0,Drive,1
1.61428E+12,-0.75324,1.25,0,Drive,1
1.61428E+12,-0.75306,1.25,0,Drive,1
1.61428E+12,-0.75288,1.25,0,Drive,1
1.61428E+12,-0.7527,1.25,0,Drive,1
1.61428E+12,-0.75252,1.25,0,Drive,1
1.61428E+12,-0.75234,1.25,0,Drive,1
1.61428E+12,-0.75216,1.25,0,Drive,1
1.61428E+12,-0.75198,1.25,0,Drive,1
1.61428E+12,-0.75198,1.25,0,Rotate,0
1.61428E+12,-0.75198,1.25,0,Rotate,0
1.61428E+12,-0.75198,1.25,0,Rotate,0
1.61428E+12,-0.75198,1.25,0,Rotate,0
1.61428E+12,-0.75198,1.25,0,Rotate,0
1.61428E+12,-0.75198,1.25,0,Rotate,0
1.61428E+12,-0.75198,1.25,0,Rotate,0
1.61428E+12,-0.75198,1.25,0,Rotate,0
1.61428E+12,-0.75198,1.25,0,Rotate,0
1.61428E+12,-0.75198,1.25,0,Rotate,0
1.61428E+12,-0.75198,1.25,0,Rotate,0
1.61428E+12,-0.75198,1.25,0,Rotate,0
1.61428E+12,-0.75198,1.25,0,Rotate,0
1.61428E+12,-0.75198,1.25,0,Rotate,0
1.61428E+12,-0.75198,1.25,0,Rotate,0
1.61428E+12,-0.75198,1.25,0,Rotate,0
1.61428E+12,-0.75198,1.25,0,Rotate,0
1.61428E+12,-0.75198,1.25,0,Rotate,0
1.61428E+12,-0.75198,1.25,0,Rotate,0
1.61428E+12,-0.75198,1.25,0,Rotate,0
1.61428E+12,-0.75198,1.25,0,Rotate,0
1.61428E+12,-0.75198,1.25,0,Rotate,0
1.61428E+12,-0.75198,1.25,0,Rotate,0
1.61428E+12,-0.75198,1.25,0,Rotate,0
1.61428E+12,-0.75198,1.25,0,Rotate,0
1.61428E+12,-0.75198,1.25,0,Rotate,0
1.61428E+12,-0.75198,1.25,0,Rotate,0
1.61428E+12,-0.75198,1.25,0,Rotate,0
1.61428E+12,-0.75198,1.25,0,Rotate,0
1.61428E+12,-0.75198,1.25,0,Rotate,0
1.61428E+12,-0.75198,1.25,0,Rotate,0
1.61428E+12,-0.75198,1.25,0,Rotate,0
1.61428E+12,-0.75198,1.25,0,Rotate,0
1.61428E+12,-0.75198,1.25,0,Rotate,0
1.61428E+12,-0.75198,1.25,0,Rotate,0
1.61428E+12,-0.75198,1.25,0,Rotate,0
1.61428E+12,-0.75198,1.25,0,Rotate,0
1.61428E+12,-0.75198,1.25,0,Rotate,0
1.61428E+12,-0.75198,1.25,0,Rotate,0
1.61428E+12,-0.75198,1.25,0,Rotate,0
1.61428E+12,-0.75198,1.25,0,Rotate,0
1.61428E+12,-0.75198,1.25,0,Rotate,0
1.61428E+12,-0.75198,1.25,0,Rotate,0
1.61428E+12,-0.75198,1.25,0,Rotate,0
1.61428E+12,-0.75198,1.25,0,Rotate,0
1.61428E+12,-0.75198,1.25,0,Rotate,0
1.61428E+12,-0.75198,1.25,0,Rotate,0
1.61428E+12,-0.75198,1.25,0,Rotate,0
1.61428E+12,-0.75198,1.25,0,Rotate,0
1.61428E+12,-0.75598,1.25,0,Drive,1
1.61428E+12,-0.75998,1.25,0,Drive,1
1.61428E+12,-0.76398,1.25,0,Drive,1
1.61428E+12,-0.76798,1.25,0,Drive,1
1.61428E+12,-0.77198,1.25,0,Drive,1
1.61428E+12,-0.77598,1.25,0,Drive,1
1.61428E+12,-0.77998,1.25,0,Drive,1
1.61428E+12,-0.78398,1.25,0,Drive,1
1.61428E+12,-0.78798,1.25,0,Drive,1
1.61428E+12,-0.79198,1.25,0,Drive,1
1.61428E+12,-0.79598,1.25,0,Drive,1
1.61428E+12,-0.79998,1.25,0,Drive,1
1.61428E+12,-0.80398,1.25,0,Drive,1
1.61428E+12,-0.80798,1.25,0,Drive,1
1.61428E+12,-0.81198,1.25,0,Drive,1
1.61428E+12,-0.81598,1.25,0,Drive,1
1.61428E+12,-0.81998,1.25,0,Drive,1
1.61428E+12,-0.82398,1.25,0,Drive,1
1.61428E+12,-0.82798,1.25,0,Drive,1
1.61428E+12,-0.83198,1.25,0,Drive,1
1.61428E+12,-0.83598,1.25,0,Drive,1
1.61428E+12,-0.83998,1.25,0,Drive,1
1.61428E+12,-0.84398,1.25,0,Drive,1
1.61428E+12,-0.84798,1.25,0,Drive,1
1.61428E+12,-0.85198,1.25,0,Drive,1
1.61428E+12,-0.85598,1.25,0,Drive,1
1.61428E+12,-0.85998,1.25,0,Drive,1
1.61428E+12,-0.86398,1.25,0,Drive,1
1.61428E+12,-0.86798,1.25,0,Drive,1
1.61428E+12,-0.87198,1.25,0,Drive,1
1.61428E+12,-0.87598,1.25,0,Drive,1
1.61428E+12,-0.87998,1.25,0,Drive,1
1.61428E+12,-0.88398,1.25,0,Drive,1
1.61428E+12,-0.88798,1.25,0,Drive,1
1.61428E+12,-0.89198,1.25,0,Drive,1
1.61428E+12,-0.89598,1.25,0,Drive,1
1.61428E+12,-0.89998,1.25,0,Drive,1
1.61428E+12,-0.90398,1.25,0,Drive,1
1.61428E+12,-0.90798,1.25,0,Drive,1
1.61428E+12,-0.91198,1.25,0,Drive,1
1.61428E+12,-0.91598,1.25,0,Drive,1
1.61428E+12,-0.91998,1.25,0,Drive,1
1.61428E+12,-0.92398,1.25,0,Drive,1
1.61428E+12,-0.92798,1.25,0,Drive,1
1.61428E+12,-0.93198,1.25,0,Drive,1
1.61428E+12,-0.93598,1.25,0,Drive,1
1.61428E+12,-0.93998,1.25,0,Drive,1
1.61428E+12,-0.94398,1.25,0,Drive,1
1.61428E+12,-0.94798,1.25,0,Drive,1
1.61428E+12,-0.9442,1.25,0,Drive,1
1.61428E+12,-0.94042,1.25,0,Drive,1
1.61428E+12,-0.93664,1.25,0,Drive,1
1.61428E+12,-0.93286,1.25,0,Drive,1
1.61428E+12,-0.92908,1.25,0,Drive,1
1.61428E+12,-0.9253,1.25,0,Drive,1
1.61428E+12,-0.92152,1.25,0,Drive,1
1.61428E+12,-0.91774,1.25,0,Drive,1
1.61428E+12,-0.91396,1.25,0,Drive,1
1.61428E+12,-0.91018,1.25,0,Drive,1
1.61428E+12,-0.9064,1.25,0,Drive,1
1.61428E+12,-0.90262,1.25,0,Drive,1
1.61428E+12,-0.89884,1.25,0,Drive,1
1.61428E+12,-0.89506,1.25,0,Drive,1
1.61428E+12,-0.89128,1.25,0,Drive,1
1.61428E+12,-0.8875,1.25,0,Drive,1
1.61428E+12,-0.88372,1.25,0,Drive,1
1.61428E+12,-0.87994,1.25,0,Drive,1
1.61428E+12,-0.87616,1.25,0,Drive,1
1.61428E+12,-0.87238,1.25,0,Drive,1
1.61428E+12,-0.8686,1.25,0,Drive,1
1.61428E+12,-0.86482,1.25,0,Drive,1
1.61428E+12,-0.86104,1.25,0,Drive,1
1.61428E+12,-0.85726,1.25,0,Drive,1
1.61428E+12,-0.85348,1.25,0,Drive,1
1.61428E+12,-0.8497,1.25,0,Drive,1
1.61428E+12,-0.84592,1.25,0,Drive,1
1.61428E+12,-0.84214,1.25,0,Drive,1
1.61428E+12,-0.83836,1.25,0,Drive,1
1.61428E+12,-0.83458,1.25,0,Drive,1
1.61428E+12,-0.8308,1.25,0,Drive,1
1.61428E+12,-0.82702,1.25,0,Drive,1
1.61428E+12,-0.82324,1.25,0,Drive,1
1.61428E+12,-0.81946,1.25,0,Drive,1
1.61428E+12,-0.81568,1.25,0,Drive,1
1.61428E+12,-0.8119,1.25,0,Drive,1
1.61428E+12,-0.80812,1.25,0,Drive,1
1.61428E+12,-0.80434,1.25,0,Drive,1
1.61428E+12,-0.80056,1.25,0,Drive,1
1.61428E+12,-0.79678,1.25,0,Drive,1
1.61428E+12,-0.793,1.25,0,Drive,1
1.61428E+12,-0.78922,1.25,0,Drive,1
1.61428E+12,-0.78544,1.25,0,Drive,1
1.61428E+12,-0.78166,1.25,0,Drive,1
1.61428E+12,-0.77788,1.25,0,Drive,1
1.61428E+12,-0.7741,1.25,0,Drive,1
1.61428E+12,-0.77032,1.25,0,Drive,1
1.61428E+12,-0.76654,1.25,0,Drive,1
1.61428E+12,-0.76276,1.25,0,Drive,1
1.61428E+12,-0.76258,1.25,0,Drive,1
1.61428E+12,-0.7624,1.25,0,Drive,1
1.61428E+12,-0.76222,1.25,0,Drive,1
1.61428E+12,-0.76204,1.25,0,Drive,1
1.61428E+12,-0.76186,1.25,0,Drive,1
1.61428E+12,-0.76168,1.25,0,Drive,1
1.61428E+12,-0.7615,1.25,0,Drive,1
1.61428E+12,-0.76132,1.25,0,Drive,1
1.61428E+12,-0.76114,1.25,0,Drive,1
1.61428E+12,-0.76096,1.25,0,Drive,1
1.61428E+12,-0.76078,1.25,0,Drive,1
1.61428E+12,-0.7606,1.25,0,Drive,1
1.61428E+12,-0.76042,1.25,0,Drive,1
1.61428E+12,-0.76024,1.25,0,Drive,1
1.61428E+12,-0.76006,1.25,0,Drive,1
1.61428E+12,-0.75988,1.25,0,Drive,1
1.61428E+12,-0.7597,1.25,0,Drive,1
1.61428E+12,-0.75952,1.25,0,Drive,1
1.61428E+12,-0.75934,1.25,0,Drive,1
1.61428E+12,-0.75916,1.25,0,Drive,1
1.61428E+12,-0.75898,1.25,0,Drive,1
1.61428E+12,-0.7588,1.25,0,Drive,1
1.61428E+12,-0.75862,1.25,0,Drive,1
1.61428E+12,-0.75844,1.25,0,Drive,1
1.61428E+12,-0.75826,1.25,0,Drive,1
1.61428E+12,-0.75808,1.25,0,Drive,1
1.61428E+12,-0.7579,1.25,0,Drive,1
1.61428E+12,-0.75772,1.25,0,Drive,1
1.61428E+12,-0.75754,1.25,0,Drive,1
1.61428E+12,-0.75736,1.25,0,Drive,1
1.61428E+12,-0.75718,1.25,0,Drive,1
1.61428E+12,-0.757,1.25,0,Drive,1
1.61428E+12,-0.75682,1.25,0,Drive,1
1.61428E+12,-0.75664,1.25,0,Drive,1
1.61428E+12,-0.75646,1.25,0,Drive,1
1.61428E+12,-0.75628,1.25,0,Drive,1
1.61428E+12,-0.7561,1.25,0,Drive,1
1.61428E+12,-0.75592,1.25,0,Drive,1
1.61428E+12,-0.75574,1.25,0,Drive,1
1.61428E+12,-0.75556,1.25,0,Drive,1
1.61428E+12,-0.75538,1.25,0,Drive,1
1.61428E+12,-0.7552,1.25,0,Drive,1
1.61428E+12,-0.75502,1.25,0,Drive,1
1.61428E+12,-0.75484,1.25,0,Drive,1
1.61428E+12,-0.75466,1.25,0,Drive,1
1.61428E+12,-0.75448,1.25,0,Drive,1
1.61428E+12,-0.7543,1.25,0,Drive,1
1.61428E+12,-0.75412,1.25,0,Drive,1
1.61428E+12,-0.75394,1.25,0,Drive,1
1.61428E+12,-0.75394,1.25,0,Rotate,0
1.61428E+12,-0.75394,1.25,0,Rotate,0
1.61428E+12,-0.75394,1.25,0,Rotate,0
1.61428E+12,-0.75394,1.25,0,Rotate,0
1.61428E+12,-0.75394,1.25,0,Rotate,0
1.61428E+12,-0.75394,1.25,0,Rotate,0
1.61428E+12,-0.75394,1.25,0,Rotate,0
1.61428E+12,-0.75394,1.25,0,Rotate,0
1.61428E+12,-0.75394,1.25,0,Rotate,0
1.61428E+12,-0.75394,1.25,0,Rotate,0
1.61428E+12,-0.75394,1.25,0,Rotate,0
1.61428E+12,-0.75394,1.25,0,Rotate,0
1.61428E+12,-0.75394,1.25,0,Rotate,0
1.61428E+12,-0.75394,1.25,0,Rotate,0
1.61428E+12,-0.75394,1.25,0,Rotate,0
1.61428E+12,-0.75394,1.25,0,Rotate,0
1.61428E+12,-0.75394,1.25,0,Rotate,0
1.61428E+12,-0.75394,1.25,0,Rotate,0
1.61428E+12,-0.75394,1.25,0,Rotate,0
1.61428E+12,-0.75394,1.25,0,Rotate,0
1.61428E+12,-0.75394,1.25,0,Rotate,0
1.61428E+12,-0.75394,1.25,0,Rotate,0
1.61428E+12,-0.75394,1.25,0,Rotate,0
1.61428E+12,-0.75394,1.25,0,Rotate,0
1.61428E+12,-0.75394,1.25,0,Rotate,0
1.61428E+12,-0.75394,1.25,0,Rotate,0
1.61428E+12,-0.75394,1.25,0,Rotate,0
1.61428E+12,-0.75394,1.25,0,Rotate,0
1.61428E+12,-0.75394,1.25,0,Rotate,0
1.61428E+12,-0.75394,1.25,0,Rotate,0
1.61428E+12,-0.75394,1.25,0,Rotate,0
1.61428E+12,-0.75394,1.25,0,Rotate,0
