timestamp;x;y;theta
1614166372875;-0.7346;2.0382;-45.19999999999159
1614166372895;-0.7346;2.0382;-45.19999999999159
1614166372917;-0.7346;2.0382;-45.19999999999159
1614166372935;-0.7346;2.0382;-45.19999999999159
1614166372955;-0.7346;2.0382;-45.19999999999159
1614166372976;-0.7346;2.0382;-45.19999999999159
1614166372999;-0.7346;2.0382;-44.47999999999156
1614166373023;-0.7346;2.0382;-43.759999999991535
1614166373042;-0.7346;2.0382;-43.03999999999151
1614166373056;-0.7346;2.0382;-42.31999999999148
1614166373078;-0.7346;2.0382;-41.599999999991454
1614166373095;-0.7346;2.0382;-40.879999999991426
1614166373119;-0.7346;2.0382;-40.1599999999914
1614166373140;-0.7346;2.0382;-39.43999999999137
1614166373157;-0.7346;2.0382;-38.719999999991344
1614166373176;-0.7346;2.0382;-37.99999999999132
1614166373195;-0.7346;2.0382;-37.27999999999129
1614166373223;-0.7346;2.0382;-36.55999999999126
1614166373244;-0.7346;2.0382;-35.839999999991235
1614166373255;-0.7346;2.0382;-35.11999999999121
1614166373275;-0.7346;2.0382;-34.39999999999118
1614166373295;-0.7346;2.0382;-33.67999999999115
1614166373319;-0.7346;2.0382;-32.959999999991126
1614166373340;-0.7346;2.0382;-32.2399999999911
1614166373356;-0.7346;2.0382;-31.51999999999107
1614166373375;-0.7346;2.0382;-30.799999999991044
1614166373395;-0.7346;2.0382;-30.079999999991017
1614166373420;-0.7346;2.0382;-29.35999999999099
1614166373437;-0.7346;2.0382;-28.639999999990962
1614166373457;-0.7346;2.0382;-27.919999999990935
1614166373476;-0.7346;2.0382;-27.199999999990908
1614166373495;-0.7346;2.0382;-26.47999999999088
1614166373517;-0.7346;2.0382;-25.759999999990853
1614166373537;-0.7346;2.0382;-25.039999999990826
1614166373556;-0.7346;2.0382;-24.3199999999908
1614166373576;-0.7346;2.0382;-23.59999999999077
1614166373595;-0.7346;2.0382;-22.879999999990744
1614166373618;-0.7346;2.0382;-22.159999999990717
1614166373642;-0.7346;2.0382;-21.43999999999069
1614166373656;-0.7346;2.0382;-20.719999999990662
1614166373676;-0.7346;2.0382;-19.999999999990635
1614166373695;-0.7346;2.0382;-19.279999999990608
1614166373716;-0.7346;2.0382;-18.55999999999058
1614166373735;-0.7346;2.0382;-17.839999999990553
1614166373755;-0.7346;2.0382;-17.119999999990526
1614166373775;-0.7346;2.0382;-16.3999999999905
1614166373795;-0.7346;2.0382;-15.679999999990487
1614166373817;-0.7346;2.0382;-14.959999999990496
1614166373836;-0.7346;2.0382;-14.239999999990504
1614166373856;-0.7346;2.0382;-13.519999999990512
1614166373875;-0.7346;2.0382;-12.79999999999052
1614166373895;-0.7346;2.0382;-12.079999999990529
1614166373917;-0.7346;2.0382;-11.359999999990537
1614166373935;-0.7346;2.0382;-10.639999999990545
1614166373956;-0.7346;2.0382;-9.919999999990553
1614166373975;-0.7346;2.0382;-9.199999999990562
1614166373998;-0.7346;2.0382;-9.055999999990577
1614166374020;-0.7346;2.0382;-8.911999999990593
1614166374040;-0.7346;2.0382;-8.767999999990609
1614166374056;-0.7346;2.0382;-8.623999999990625
1614166374076;-0.7346;2.0382;-8.47999999999064
1614166374095;-0.7346;2.0382;-8.335999999990657
1614166374120;-0.7346;2.0382;-8.191999999990673
1614166374140;-0.7346;2.0382;-8.047999999990688
1614166374157;-0.7346;2.0382;-7.903999999990692
1614166374177;-0.7346;2.0382;-7.75999999999069
1614166374195;-0.7346;2.0382;-7.615999999990688
1614166374219;-0.7346;2.0382;-7.471999999990686
1614166374239;-0.7346;2.0382;-7.327999999990684
1614166374255;-0.7346;2.0382;-7.183999999990682
1614166374275;-0.7346;2.0382;-7.03999999999068
1614166374294;-0.7346;2.0382;-6.8959999999906785
1614166374318;-0.7346;2.0382;-6.751999999990677
1614166374337;-0.7346;2.0382;-6.607999999990675
1614166374358;-0.7346;2.0382;-6.463999999990673
1614166374377;-0.7346;2.0382;-6.319999999990671
1614166374395;-0.7346;2.0382;-6.175999999990669
1614166374421;-0.7346;2.0382;-6.031999999990667
1614166374438;-0.7346;2.0382;-5.887999999990665
1614166374458;-0.7346;2.0382;-5.743999999990663
1614166374475;-0.7346;2.0382;-5.599999999990661
1614166374495;-0.7346;2.0382;-5.455999999990659
1614166374517;-0.7346;2.0382;-5.3119999999906575
1614166374536;-0.7346;2.0382;-5.167999999990656
1614166374555;-0.7346;2.0382;-5.023999999990654
1614166374575;-0.7346;2.0382;-4.879999999990652
1614166374595;-0.7346;2.0382;-4.73599999999065
1614166374618;-0.7346;2.0382;-4.591999999990648
1614166374636;-0.7346;2.0382;-4.447999999990646
1614166374658;-0.7346;2.0382;-4.303999999990644
1614166374676;-0.7346;2.0382;-4.159999999990642
1614166374696;-0.7346;2.0382;-4.01599999999064
1614166374717;-0.7346;2.0382;-3.8719999999906385
1614166374737;-0.7346;2.0382;-3.7279999999906366
1614166374756;-0.7346;2.0382;-3.5839999999906347
1614166374775;-0.7346;2.0382;-3.4399999999906328
1614166374795;-0.7346;2.0382;-3.295999999990631
1614166374863;-0.7346;2.0382;-3.151999999990629
1614166374883;-0.7346;2.0382;-3.007999999990627
1614166374894;-0.7346;2.0382;-2.863999999990625
1614166374914;-0.7346;2.0382;-2.7199999999906233
1614166374934;-0.7346;2.0382;-2.5759999999906213
1614166374955;-0.7346;2.0382;-2.4319999999906194
1614166374975;-0.7346;2.0382;-2.2879999999906175
1614166375002;-0.7346;2.0382;-2.255999999990621
1614166375019;-0.7346;2.0382;-2.2239999999906246
1614166375038;-0.7346;2.0382;-2.191999999990628
1614166375057;-0.7346;2.0382;-2.1599999999906316
1614166375075;-0.7346;2.0382;-2.127999999990635
1614166375095;-0.7346;2.0382;-2.0959999999906387
1614166375119;-0.7346;2.0382;-2.063999999990642
1614166375138;-0.7346;2.0382;-2.0319999999906457
1614166375156;-0.7346;2.0382;-1.999999999990649
1614166375177;-0.7346;2.0382;-1.9679999999906481
1614166375198;-0.7346;2.0382;-1.9359999999906472
1614166375226;-0.7346;2.0382;-1.9039999999906463
1614166375249;-0.7346;2.0382;-1.8719999999906454
1614166375261;-0.7346;2.0382;-1.8399999999906445
1614166375276;-0.7346;2.0382;-1.8079999999906435
1614166375294;-0.7346;2.0382;-1.7759999999906426
1614166375320;-0.7346;2.0382;-1.7439999999906417
1614166375344;-0.7346;2.0382;-1.7119999999906408
1614166375357;-0.7346;2.0382;-1.6799999999906399
1614166375376;-0.7346;2.0382;-1.647999999990639
1614166375395;-0.7346;2.0382;-1.615999999990638
1614166375417;-0.7346;2.0382;-1.5839999999906371
1614166375436;-0.7346;2.0382;-1.5519999999906362
1614166375455;-0.7346;2.0382;-1.5199999999906353
1614166375474;-0.7346;2.0382;-1.4879999999906344
1614166375495;-0.7346;2.0382;-1.4559999999906335
1614166375517;-0.7346;2.0382;-1.4239999999906325
1614166375535;-0.7346;2.0382;-1.3919999999906316
1614166375555;-0.7346;2.0382;-1.3599999999906307
1614166375575;-0.7346;2.0382;-1.3279999999906298
1614166375595;-0.7346;2.0382;-1.2959999999906289
1614166375619;-0.7346;2.0382;-1.263999999990628
1614166375645;-0.7346;2.0382;-1.231999999990627
1614166375656;-0.7346;2.0382;-1.1999999999906261
1614166375674;-0.7346;2.0382;-1.1679999999906252
1614166375694;-0.7346;2.0382;-1.1359999999906243
1614166375716;-0.7346;2.0382;-1.1039999999906234
1614166375736;-0.7346;2.0382;-1.0719999999906225
1614166375756;-0.7346;2.0382;-1.0399999999906215
1614166375775;-0.7346;2.0382;-1.0079999999906206
1614166375795;-0.7346;2.0382;-0.9759999999906197
1614166375817;-0.7346;2.0382;-0.9439999999906188
1614166375835;-0.7346;2.0382;-0.9119999999906179
1614166375855;-0.7346;2.0382;-0.879999999990617
1614166375875;-0.7346;2.0382;-0.847999999990616
1614166375895;-0.7346;2.0382;-0.8159999999906151
1614166375917;-0.7346;2.0382;-0.7839999999906142
1614166375935;-0.7346;2.0382;-0.7519999999906133
1614166375955;-0.7346;2.0382;-0.7199999999906124
1614166375975;-0.7346;2.0382;-0.6879999999906115
1614166376005;-0.7346;2.0382;-0.6879999999906115
1614166376020;-0.7346;2.0382;-0.6879999999906115
1614166376039;-0.7346;2.0382;-0.6879999999906115
1614166376055;-0.7346;2.0382;-0.6879999999906115
1614166376075;-0.7346;2.0382;-0.6879999999906115
1614166376096;-0.7346;2.0382;-0.6879999999906115
1614166376119;-0.7346;2.0382;-0.6879999999906115
1614166376139;-0.7346;2.0382;-0.6879999999906115
1614166376156;-0.7346;2.0382;-0.6879999999906115
1614166376176;-0.7346;2.0382;-0.6879999999906115
1614166376196;-0.7346;2.0382;-0.6879999999906115
1614166376215;-0.7346;2.0382;-0.6879999999906115
1614166376235;-0.7346;2.0382;-0.6879999999906115
1614166376257;-0.7346;2.0382;-0.6879999999906115
1614166376275;-0.7346;2.0382;-0.6879999999906115
1614166376296;-0.7346;2.0382;-0.6879999999906115
1614166376319;-0.7346;2.0382;-0.6879999999906115
1614166376340;-0.7346;2.0382;-0.6879999999906115
1614166376359;-0.7346;2.0382;-0.6879999999906115
1614166376376;-0.7346;2.0382;-0.6879999999906115
1614166376394;-0.7346;2.0382;-0.6879999999906115
1614166376418;-0.7346;2.0382;-0.6879999999906115
1614166376435;-0.7346;2.0382;-0.6879999999906115
1614166376455;-0.7346;2.0382;-0.6879999999906115
1614166376475;-0.7346;2.0382;-0.6879999999906115
1614166376495;-0.7346;2.0382;-0.6879999999906115
1614166376516;-0.7346;2.0382;-0.6879999999906115
1614166376535;-0.7346;2.0382;-0.6879999999906115
1614166376556;-0.7346;2.0382;-0.6879999999906115
1614166376575;-0.7346;2.0382;-0.6879999999906115
1614166376595;-0.7346;2.0382;-0.6879999999906115
1614166376635;-0.7346;2.0382;-0.6879999999906115
1614166376642;-0.7346;2.0382;-0.6879999999906115
1614166376656;-0.7346;2.0382;-0.6879999999906115
1614166376676;-0.7346;2.0382;-0.6879999999906115
1614166376695;-0.7346;2.0382;-0.6879999999906115
1614166376717;-0.7346;2.0382;-0.6879999999906115
1614166376735;-0.7346;2.0382;-0.6879999999906115
1614166376756;-0.7346;2.0382;-0.6879999999906115
1614166376775;-0.7346;2.0382;-0.6879999999906115
1614166376795;-0.7346;2.0382;-0.6879999999906115
1614166376817;-0.7346;2.0382;-0.6879999999906115
1614166376836;-0.7346;2.0382;-0.6879999999906115
1614166376857;-0.7346;2.0382;-0.6879999999906115
1614166376876;-0.7346;2.0382;-0.6879999999906115
1614166376895;-0.7346;2.0382;-0.6879999999906115
1614166376916;-0.7346;2.0382;-0.6879999999906115
1614166376935;-0.7346;2.0382;-0.6879999999906115
1614166376955;-0.7346;2.0382;-0.6879999999906115
1614166376975;-0.7346;2.0382;-0.6879999999906115
1614166377002;-0.7346;2.0382;-0.6879999999906115
1614166377020;-0.7346;2.0382;-0.6879999999906115
1614166377040;-0.7346;2.0382;-0.6879999999906115
1614166377056;-0.7346;2.0382;-0.6879999999906115
1614166377076;-0.7346;2.0382;-0.6879999999906115
1614166377095;-0.7346;2.0382;-0.6879999999906115
1614166377116;-0.7346;2.0382;-0.6879999999906115
1614166377138;-0.7346;2.0382;-0.6879999999906115
1614166377155;-0.7346;2.0382;-0.6879999999906115
1614166377176;-0.7346;2.0382;-0.6879999999906115
1614166377196;-0.7346;2.0382;-0.6879999999906115
1614166377221;-0.7346;2.0382;-0.6879999999906115
1614166377242;-0.7346;2.0382;-0.6879999999906115
1614166377256;-0.7346;2.0382;-0.6879999999906115
1614166377275;-0.7346;2.0382;-0.6879999999906115
1614166377295;-0.7346;2.0382;-0.6879999999906115
1614166377319;-0.7346;2.0382;-0.6879999999906115
1614166377340;-0.7346;2.0382;-0.6879999999906115
1614166377357;-0.7346;2.0382;-0.6879999999906115
1614166377378;-0.7346;2.0382;-0.6879999999906115
1614166377396;-0.7346;2.0382;-0.6879999999906115
1614166377421;-0.7346;2.0382;-0.6879999999906115
1614166377441;-0.7346;2.0382;-0.6879999999906115
1614166377456;-0.7346;2.0382;-0.6879999999906115
1614166377479;-0.7346;2.0382;-0.6879999999906115
1614166377495;-0.7346;2.0382;-0.6879999999906115
1614166377517;-0.7346;2.0382;-0.6879999999906115
1614166377536;-0.7346;2.0382;-0.6879999999906115
1614166377555;-0.7346;2.0382;-0.6879999999906115
1614166377575;-0.7346;2.0382;-0.6879999999906115
1614166377600;-0.7346;2.0382;-0.6879999999906115
1614166377616;-0.7346;2.0382;-0.6879999999906115
1614166377635;-0.7346;2.0382;-0.6879999999906115
1614166377659;-0.7346;2.0382;-0.6879999999906115
1614166377676;-0.7346;2.0382;-0.6879999999906115
1614166377695;-0.7346;2.0382;-0.6879999999906115
1614166377716;-0.7346;2.0382;-0.6879999999906115
1614166377735;-0.7346;2.0382;-0.6879999999906115
1614166377755;-0.7346;2.0382;-0.6879999999906115
1614166377775;-0.7346;2.0382;-0.6879999999906115
1614166377795;-0.7346;2.0382;-0.6879999999906115
1614166377817;-0.7346;2.0382;-0.6879999999906115
1614166377835;-0.7346;2.0382;-0.6879999999906115
1614166377855;-0.7346;2.0382;-0.6879999999906115
1614166377875;-0.7346;2.0382;-0.6879999999906115
1614166377895;-0.7346;2.0382;-0.6879999999906115
1614166377917;-0.7346;2.0382;-0.6879999999906115
1614166377937;-0.7346;2.0382;-0.6879999999906115
1614166377956;-0.7346;2.0382;-0.6879999999906115
1614166377976;-0.7346;2.0382;-0.6879999999906115
1614166377999;-0.7346;2.0382;-2.127999999990612
1614166378023;-0.7346;2.0382;-3.5679999999906133
1614166378039;-0.7346;2.0382;-5.007999999990615
1614166378057;-0.7346;2.0382;-6.447999999990616
1614166378075;-0.7346;2.0382;-7.887999999990617
1614166378095;-0.7346;2.0382;-9.327999999990602
1614166378119;-0.7346;2.0382;-10.767999999990586
1614166378141;-0.7346;2.0382;-12.20799999999057
1614166378157;-0.7346;2.0382;-13.647999999990553
1614166378175;-0.7346;2.0382;-15.087999999990537
1614166378195;-0.7346;2.0382;-16.52799999999052
1614166378222;-0.7346;2.0382;-17.967999999990504
1614166378241;-0.7346;2.0382;-19.407999999990487
1614166378257;-0.7346;2.0382;-20.84799999999047
1614166378275;-0.7346;2.0382;-22.287999999990454
1614166378296;-0.7346;2.0382;-23.727999999990438
1614166378319;-0.7346;2.0382;-25.16799999999042
1614166378338;-0.7346;2.0382;-26.607999999990405
1614166378357;-0.7346;2.0382;-28.047999999990388
1614166378375;-0.7346;2.0382;-29.48799999999037
1614166378395;-0.7346;2.0382;-30.927999999990355
1614166378420;-0.7346;2.0382;-32.36799999999036
1614166378437;-0.7346;2.0382;-33.807999999990415
1614166378456;-0.7346;2.0382;-35.24799999999047
1614166378475;-0.7346;2.0382;-36.687999999990524
1614166378495;-0.7346;2.0382;-38.12799999999058
1614166378517;-0.7346;2.0382;-39.56799999999063
1614166378535;-0.7346;2.0382;-41.00799999999069
1614166378555;-0.7346;2.0382;-42.44799999999074
1614166378575;-0.7346;2.0382;-43.8879999999908
1614166378595;-0.7346;2.0382;-45.32799999999085
1614166378618;-0.7346;2.0382;-46.767999999990906
1614166378642;-0.7346;2.0382;-48.20799999999096
1614166378657;-0.7346;2.0382;-49.647999999991015
1614166378677;-0.7346;2.0382;-51.08799999999107
1614166378695;-0.7346;2.0382;-52.527999999991124
1614166378719;-0.7346;2.0382;-53.96799999999118
1614166378736;-0.7346;2.0382;-55.40799999999123
1614166378754;-0.7346;2.0382;-56.84799999999129
1614166378776;-0.7346;2.0382;-58.28799999999134
1614166378795;-0.7346;2.0382;-59.7279999999914
1614166378817;-0.7346;2.0382;-61.16799999999145
1614166378837;-0.7346;2.0382;-62.607999999991506
1614166378857;-0.7346;2.0382;-64.04799999999156
1614166378876;-0.7346;2.0382;-65.48799999999162
1614166378896;-0.7346;2.0382;-66.92799999999167
1614166378918;-0.7346;2.0382;-68.36799999999172
1614166378937;-0.7346;2.0382;-69.80799999999178
1614166378955;-0.7346;2.0382;-71.24799999999183
1614166378975;-0.7346;2.0382;-72.68799999999189
1614166379003;-0.7346;2.0382;-72.97599999999179
1614166379015;-0.7346;2.0382;-73.26399999999168
1614166379036;-0.7346;2.0382;-73.55199999999158
1614166379056;-0.7346;2.0382;-73.83999999999148
1614166379076;-0.7346;2.0382;-74.12799999999137
1614166379095;-0.7346;2.0382;-74.41599999999127
1614166379119;-0.7346;2.0382;-74.70399999999117
1614166379141;-0.7346;2.0382;-74.99199999999107
1614166379158;-0.7346;2.0382;-75.27999999999096
1614166379176;-0.7346;2.0382;-75.56799999999086
1614166379195;-0.7346;2.0382;-75.85599999999076
1614166379221;-0.7346;2.0382;-76.14399999999065
1614166379241;-0.7346;2.0382;-76.43199999999055
1614166379258;-0.7346;2.0382;-76.71999999999045
1614166379276;-0.7346;2.0382;-77.00799999999035
1614166379295;-0.7346;2.0382;-77.29599999999024
1614166379320;-0.7346;2.0382;-77.58399999999014
1614166379342;-0.7346;2.0382;-77.87199999999004
1614166379357;-0.7346;2.0382;-78.15999999998994
1614166379375;-0.7346;2.0382;-78.44799999998983
1614166379395;-0.7346;2.0382;-78.73599999998973
1614166379422;-0.7346;2.0382;-79.02399999998963
1614166379439;-0.7346;2.0382;-79.31199999998952
1614166379457;-0.7346;2.0382;-79.59999999998942
1614166379476;-0.7346;2.0382;-79.88799999998932
1614166379495;-0.7346;2.0382;-80.17599999998922
1614166379516;-0.7346;2.0382;-80.46399999998911
1614166379535;-0.7346;2.0382;-80.75199999998901
1614166379555;-0.7346;2.0382;-81.03999999998891
1614166379575;-0.7346;2.0382;-81.3279999999888
1614166379595;-0.7346;2.0382;-81.6159999999887
1614166379618;-0.7346;2.0382;-81.9039999999886
1614166379642;-0.7346;2.0382;-82.1919999999885
1614166379661;-0.7346;2.0382;-82.4799999999884
1614166379676;-0.7346;2.0382;-82.76799999998829
1614166379695;-0.7346;2.0382;-83.05599999998819
1614166379717;-0.7346;2.0382;-83.34399999998809
1614166379737;-0.7346;2.0382;-83.63199999998798
1614166379758;-0.7346;2.0382;-83.91999999998788
1614166379776;-0.7346;2.0382;-84.20799999998778
1614166379795;-0.7346;2.0382;-84.49599999998767
1614166379817;-0.7346;2.0382;-84.78399999998757
1614166379836;-0.7346;2.0382;-85.07199999998747
1614166379857;-0.7346;2.0382;-85.35999999998737
1614166379876;-0.7346;2.0382;-85.64799999998726
1614166379895;-0.7346;2.0382;-85.93599999998716
1614166379918;-0.7346;2.0382;-86.22399999998706
1614166379938;-0.7346;2.0382;-86.51199999998695
1614166379955;-0.7346;2.0382;-86.79999999998685
1614166379975;-0.7346;2.0382;-87.08799999998675
1614166380004;-0.7346;2.0382;-87.13599999998664
1614166380015;-0.7346;2.0382;-87.18399999998653
1614166380038;-0.7346;2.0382;-87.23199999998641
1614166380058;-0.7346;2.0382;-87.2799999999863
1614166380076;-0.7346;2.0382;-87.32799999998619
1614166380095;-0.7346;2.0382;-87.37599999998608
1614166380119;-0.7346;2.0382;-87.42399999998597
1614166380139;-0.7346;2.0382;-87.47199999998585
1614166380156;-0.7346;2.0382;-87.51999999998574
1614166380175;-0.7346;2.0382;-87.56799999998563
1614166380195;-0.7346;2.0382;-87.61599999998552
1614166380221;-0.7346;2.0382;-87.6639999999854
1614166380240;-0.7346;2.0382;-87.7119999999853
1614166380257;-0.7346;2.0382;-87.75999999998518
1614166380276;-0.7346;2.0382;-87.80799999998507
1614166380295;-0.7346;2.0382;-87.85599999998496
1614166380319;-0.7346;2.0382;-87.90399999998485
1614166380340;-0.7346;2.0382;-87.95199999998474
1614166380357;-0.7346;2.0382;-87.99999999998462
1614166380375;-0.7346;2.0382;-88.04799999998451
1614166380395;-0.7346;2.0382;-88.0959999999844
1614166380415;-0.7346;2.0382;-88.14399999998429
1614166380434;-0.7346;2.0382;-88.19199999998418
1614166380456;-0.7346;2.0382;-88.23999999998406
1614166380476;-0.7346;2.0382;-88.28799999998395
1614166380496;-0.7346;2.0382;-88.33599999998384
1614166380517;-0.7346;2.0382;-88.38399999998373
1614166380537;-0.7346;2.0382;-88.43199999998362
1614166380557;-0.7346;2.0382;-88.4799999999835
1614166380575;-0.7346;2.0382;-88.5279999999834
1614166380595;-0.7346;2.0382;-88.57599999998328
1614166380617;-0.7346;2.0382;-88.62399999998317
1614166380645;-0.7346;2.0382;-88.67199999998306
1614166380656;-0.7346;2.0382;-88.71999999998295
1614166380676;-0.7346;2.0382;-88.76799999998283
1614166380695;-0.7346;2.0382;-88.81599999998272
1614166380718;-0.7346;2.0382;-88.86399999998261
1614166380736;-0.7346;2.0382;-88.9119999999825
1614166380756;-0.7346;2.0382;-88.95999999998239
1614166380775;-0.7346;2.0382;-89.00799999998227
1614166380795;-0.7346;2.0382;-89.05599999998216
1614166380817;-0.7346;2.0382;-89.10399999998205
1614166380835;-0.7346;2.0382;-89.15199999998194
1614166380855;-0.7346;2.0382;-89.19999999998183
1614166380875;-0.7346;2.0382;-89.24799999998172
1614166380895;-0.7346;2.0382;-89.2959999999816
1614166380917;-0.7346;2.0382;-89.34399999998149
1614166380936;-0.7346;2.0382;-89.39199999998138
1614166380955;-0.7346;2.0382;-89.43999999998127
1614166380976;-0.7346;2.0382;-89.48799999998116
1614166380997;-0.7346;2.0382;-89.50399999998112
1614166381020;-0.7346;2.0382;-89.51999999998108
1614166381039;-0.7346;2.0382;-89.53599999998104
1614166381056;-0.7346;2.0382;-89.551999999981
1614166381075;-0.7346;2.0382;-89.56799999998097
1614166381095;-0.7346;2.0382;-89.58399999998093
1614166381119;-0.7346;2.0382;-89.5999999999809
1614166381139;-0.7346;2.0382;-89.61599999998086
1614166381156;-0.7346;2.0382;-89.63199999998082
1614166381176;-0.7346;2.0382;-89.64799999998078
1614166381196;-0.7346;2.0382;-89.66399999998075
1614166381222;-0.7346;2.0382;-89.67999999998071
1614166381241;-0.7346;2.0382;-89.69599999998067
1614166381257;-0.7346;2.0382;-89.71199999998063
1614166381275;-0.7346;2.0382;-89.7279999999806
1614166381295;-0.7346;2.0382;-89.74399999998056
1614166381319;-0.7346;2.0382;-89.75999999998052
1614166381340;-0.7346;2.0382;-89.77599999998048
1614166381357;-0.7346;2.0382;-89.79199999998045
1614166381378;-0.7346;2.0382;-89.80799999998041
1614166381395;-0.7346;2.0382;-89.82399999998037
1614166381421;-0.7346;2.0382;-89.83999999998034
1614166381437;-0.7346;2.0382;-89.8559999999803
1614166381456;-0.7346;2.0382;-89.87199999998026
1614166381475;-0.7346;2.0382;-89.88799999998022
1614166381495;-0.7346;2.0382;-89.90399999998019
1614166381516;-0.7346;2.0382;-89.91999999998015
1614166381535;-0.7346;2.0382;-89.93599999998011
1614166381556;-0.7346;2.0382;-89.95199999998007
1614166381575;-0.7346;2.0382;-89.96799999998004
1614166381595;-0.7346;2.0382;-89.98399999998
1614166381616;-0.7346;2.0382;-89.99999999997996
1614166381635;-0.7346;2.0382;-90.01599999997993
1614166381656;-0.7346;2.0382;-90.03199999997989
1614166381675;-0.7346;2.0382;-90.04799999997985
1614166381695;-0.7346;2.0382;-90.06399999997981
1614166381726;-0.7346;2.0382;-90.07999999997978
1614166381738;-0.7346;2.0382;-90.09599999997974
1614166381756;-0.7346;2.0382;-90.1119999999797
1614166381775;-0.7346;2.0382;-90.12799999997966
1614166381795;-0.7346;2.0382;-90.14399999997963
1614166381817;-0.7346;2.0382;-90.15999999997959
